구분,20230102,20230103,20230104,20230105,20230106,20230109,20230110,20230111,20230112,20230113,20230116,20230117,20230118,20230119,20230120,20230125,20230126,20230127,20230130,20230131,20230201,20230202,20230203,20230206,20230207,20230208,20230209,20230210,20230213,20230214,20230215,20230216,20230217,20230220,20230221,20230222,20230223,20230224,20230227,20230228,20230302,20230303,20230306,20230307,20230308,20230309,20230310,20230313,20230314,20230315,20230316,20230317,20230320,20230321,20230322,20230323,20230324,20230327,20230328,20230329,20230330,20230331,20230403,20230404,20230405,20230406,20230407,20230410,20230411,20230412,20230413,20230414,20230417,20230418,20230419,20230420,20230421,20230424,20230425,20230426,20230427,20230428,20230502,20230503,20230504,20230508,20230509,20230510,20230511,20230512,20230515,20230516,20230517,20230518,20230519,20230522,20230523,20230524,20230525,20230526,20230530,20230531,20230601,20230602,20230605,20230607,20230608,20230609,20230612,20230613,20230614,20230615,20230616,20230619,20230620,20230621,20230622,20230623,20230626,20230627,20230628,20230629,20230630,20230703,20230704,20230705,20230706,20230707,20230710,20230711,20230712,20230713,20230714,20230717,20230718,20230719,20230720,20230721,20230724,20230725,20230726,20230727,20230728,20230731,20230801,20230802,20230803,20230804,20230807,20230808,20230809,20230810,20230811,20230814,20230816,20230817,20230818,20230821,20230822,20230823,20230824,20230825,20230828,20230829,20230830,20230831,20230901,20230904,20230905,20230906,20230907,20230908,20230911,20230912,20230913,20230914,20230915,20230918,20230919,20230920,20230921,20230922,20230925,20230926,20230927,20231004,20231005,20231006,20231010,20231011,20231012,20231013,20231016,20231017,20231018,20231019,20231020,20231023,20231024,20231025,20231026,20231027,20231030,20231031,20231101,20231102,20231103,20231106,20231107,20231108,20231109,20231110,20231113,20231114,20231115,20231116,20231117,20231120,20231121,20231122,20231123,20231124,20231127,20231128,20231129,20231130,20231201,20231204,20231205,20231206,20231207,20231208,20231211,20231212,20231213,20231214,20231215,20231218,20231219,20231220,20231221,20231222,20231226,20231227,20231228,20231229,20240102,20240103,20240104,20240105,20240108,20240109,20240110,20240111,20240112,20240115,20240116,20240117,20240118,20240119,20240122,20240123,20240124,20240125,20240126,20240129,20240130,20240131,20240201,20240202,20240205,20240206,20240207,20240208,20240213,20240214,20240215,20240216,20240219,20240220,20240221,20240222,20240223,20240226,20240227,20240228,20240229,20240304,20240305,20240306,20240307,20240308,20240311,20240312,20240313,20240314,20240315,20240318,20240319
Close,938.65,934.18,940.05,942.67,937.62,929.21,932.18,931.24,930.82,924.59,926.74,925.86,919.32,918.13,917.65,925.04,925.66,927.61,922.52,922.8,925.35,922.52,926.04,935.46,938.81,941.92,939.24,949.69,958.38,951.21,960.29,961.01,962.88,964.41,965.07,963.39,958.93,965.14,973.68,973.63,965.58,959.33,955.39,955.8,956.01,956.66,956.56,947.71,957.61,957.32,953.71,952.36,957.14,956.89,952.87,936.99,944.46,950.43,952.64,959.68,959.65,964.56,976.35,976.18,976.24,978.78,976.49,976.78,981.23,983.14,977.12,977.09,984.63,985.2,988.91,982.61,982.49,986.19,984.95,981.8,986.26,984.08,984.88,978.46,976.09,991.38,990.66,988.25,986.35,989.65,991.93,997.14,992.18,992.69,984.3,975.14,977.45,971.86,975.82,972.85,972.22,974.52,975.47,973.09,969.52,977.07,973.2,969.22,964.92,956.68,959.95,960.29,969.26,973.19,972.15,980.77,986.56,991.79,993.16,986.56,988.99,993.82,995.92,986.52,981.24,981.17,981.22,978.13,984.4,976.95,974,967.18,967.3,962.38,958.45,962.33,968.84,975.41,972.44,969.15,965.58,972.29,965.61,968.21,971.14,975.28,973.49,976.78,977.5,979.56,980,980.87,987.26,992.57,990.75,991.6,989.68,990,990.1,984.59,976.99,974.98,974.57,973.76,977.02,978.58,970.54,970.93,978.08,977.41,978.03,977.16,977.16,979.74,981.01,982.23,983.34,983.76,992.61,989.41,993.37,992.34,995.18,999.48,"1,002.44",986.65,984.72,985.56,993.78,986.26,985.67,988.58,992.22,991.26,989.48,989.66,988.06,986.42,982.64,981.16,983.5,976.45,976.99,976.61,978.59,968,959.72,950.92,953.04,951.78,951.4,955.79,959.1,955.26,953.53,944.15,945.63,943.17,941.75,948.88,950.08,958.04,954.69,952.63,950.88,956.13,967.23,965.35,969.51,969.41,969.8,967.71,973.18,969.43,971.42,962.48,974.08,974.1,978.29,976.83,976.3,980.61,978.64,983.02,975.67,979.59,985.2,981.46,982.22,986.52,983.65,985.37,987,984.13,981.21,985.07,990.99,995.67,992.89,991.29,998.73,992.99,991.07,989.34,994.19,994.42,991.73,995.74,993.45,990.47,988.42,982.42,985.66,988.35,986.2,985.21,985.8,990,991.24,987.64,987.21,985.17,989.68,985.32,986.16,983.87,984.51,981.37,983.28,983.19,984.8,978.73,972.94,973.2,976.35,979.11,985.5,985.49,987.03
